appid,name,type,is_free,metacritic_score,recommendations_total,mat_supports_windows,mat_supports_mac,mat_supports_linux,mat_initial_price,mat_final_price,mat_discount_percent,mat_currency,created_at,updated_at,genre_id_csv
967390,Chronos: Before the Ashes,game,False,77.0,524.0,True,True,True,2999.0,2999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:05:02.802552+00:00,"113, 122"
968370,The Blind Prophet,game,False,68.0,367.0,True,True,True,1999.0,199.0,90.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:35.828524+00:00,"31, 32, 113, 144"
968550,Tinytopia,game,False,76.0,176.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:05:02.802552+00:00,"5, 11, 32"
968870,Close To The Sun,game,False,66.0,762.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:05:02.802552+00:00,"31, 113"
969540,Pattern,game,False,61.0,,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:02.986962+00:00,31
969760,Omno,game,False,76.0,1675.0,True,True,True,1899.0,1899.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:05:02.802552+00:00,"31, 32, 113, 122"
970830,The Dungeon Of Naheulbeuk: The Amulet Of Chaos,game,False,72.0,6529.0,True,True,True,3499.0,3499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:05:02.802552+00:00,"5, 31, 113, 122, 144"
972660,Spiritfarer®: Farewell Edition,game,False,84.0,42939.0,True,True,True,2999.0,2999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:05:02.802552+00:00,"11, 31, 113"
973580,Sniper Ghost Warrior Contracts,game,False,71.0,10225.0,True,True,True,2999.0,2999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:05:02.802552+00:00,122
973760,Thronebreaker: The Witcher Tales,game,False,85.0,15246.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:05:02.802552+00:00,"113, 144"
973810,Journey To The Savage Planet,game,False,76.0,5365.0,True,True,True,2999.0,2999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:05:02.802552+00:00,"113, 122"
975370,Dwarf Fortress,game,False,93.0,27008.0,True,True,True,7200.0,7200.0,0.0,MYR,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:23.610624+00:00,"5, 11, 31"
975470,Silver Chains,game,False,51.0,870.0,True,True,True,2499.0,2499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 113"
975510,Panzer Paladin,game,False,76.0,324.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,122
975950,Effie,game,False,70.0,103.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 32, 113, 122"
976310,Mortal Kombat 11,game,False,82.0,81035.0,True,True,True,4999.0,4999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,122
976900,Lumberhill,game,False,62.0,151.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"11, 31, 32, 113, 122"
977630,Shelter 3,game,False,52.0,311.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"11, 31, 113"
977880,Eastward,game,False,82.0,13993.0,True,True,True,2499.0,2499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 113, 122, 144"
978520,Legend of Keepers: Career of a Dungeon Manager,game,False,76.0,3833.0,True,True,True,1999.0,399.0,80.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"5, 31, 144"
979120,Autonauts,game,False,80.0,3506.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"11, 31, 32"
979310,Disjunction,game,False,67.0,126.0,True,True,True,1599.0,1599.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 122, 144"
980300,One Finger Death Punch 2,game,False,83.0,3663.0,True,True,True,799.0,799.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 32, 122"
981430,Gordian Quest,game,False,84.0,5091.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"5, 31, 113, 144"
982290,Airborne Kingdom,game,False,76.0,1943.0,True,True,True,2499.0,749.0,70.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"11, 31, 113"
983970,Haven,game,False,73.0,4441.0,True,True,True,2499.0,2499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 113, 144"
984800,Automachef,game,False,71.0,502.0,True,True,True,1499.0,299.0,80.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"11, 31"
985890,Streets of Rage 4,game,False,84.0,16250.0,True,True,True,2499.0,874.0,65.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 122"
985900,Young Souls,game,False,81.0,459.0,True,True,True,2499.0,2499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 113, 122, 144"
985950,Operencia: The Stolen Sun,game,False,76.0,499.0,True,True,True,2999.0,2999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 113, 122, 144"
986310,Recompile,game,False,68.0,135.0,True,True,True,1999.0,199.0,90.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 113, 122"
986800,AVICII Invector,game,False,79.0,2032.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 32"
987840,Expeditions: Rome,game,False,80.0,4494.0,True,True,True,4499.0,4499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"5, 144"
988310,Viola: The Heroine's Melody,game,False,71.0,,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 113, 122, 144"
988910,Super Mega Baseball 3,game,False,80.0,1811.0,True,True,True,4499.0,4499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"11, 31, 62, 122"
990080,Hogwarts Legacy,game,False,83.0,239189.0,True,True,True,79900000.0,15980000.0,80.0,IDR,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"113, 122, 144"
990630,The Last Campfire,game,False,80.0,13533.0,True,True,True,1499.0,149.0,90.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 113"
992640,Pagan: Absent Gods,game,False,64.0,2497.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"122, 144"
994140,Lightmatter,game,False,73.0,600.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 113"
996770,Moving Out,game,False,79.0,1640.0,True,True,True,2499.0,2499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"11, 31, 32, 122"
999220,Amnesia: Rebirth,game,False,80.0,7464.0,True,True,True,2999.0,2999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 113"
1000010,Crown Trick,game,False,83.0,4446.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"5, 31, 113, 144"
1000030,"Cook, Serve, Delicious! 3?!",game,False,79.0,1694.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"5, 11, 31, 122"
1000410,WRATH: Aeon of Ruin,game,False,72.0,1796.0,True,True,True,2499.0,2499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,122
1000760,Foregone,game,False,71.0,1287.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 113, 122"
1001140,Angry Birds VR: Isle of Pigs,game,False,79.0,307.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,32
1001800,KUNAI,game,False,78.0,419.0,True,True,True,1699.0,1699.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 113, 122"
1002000,SPITLINGS,game,False,73.0,,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 122"
1003590,Tetris® Effect: Connected,game,False,93.0,7692.0,True,True,True,3999.0,3999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 32"
1004370,Paper Cut Mansion,game,False,73.0,,True,True,True,1999.0,199.0,90.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 113"
1004750,WRC 8 FIA World Rally Championship,game,False,77.0,1719.0,True,True,True,2999.0,299.0,90.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"11, 15, 62"
1005300,The Jackbox Party Pack 6,game,False,80.0,2247.0,True,True,True,3899.0,2144.0,45.0,CAD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"5, 31, 32"
1005400,Star Drift Evolution,game,False,82.0,209.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,15
1007040,EARTH DEFENSE FORCE 5,game,False,76.0,8956.0,True,True,True,5999.0,5999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,122
1010750,Blood™ Fresh Supply,game,False,77.0,6089.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,122
1011190,SIMULACRA 2,game,False,69.0,1314.0,True,True,True,799.0,799.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"11, 31"
1011390,Field of Glory: Empires,game,False,76.0,718.0,True,True,True,3999.0,3999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,5
1011670,Totally Reliable Delivery Service,game,False,64.0,1435.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"11, 15, 31, 32, 113, 122"
1012570,Knuckle Sandwich,game,False,70.0,497.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 113, 144"
1012840,Moons of Madness,game,False,69.0,2080.0,True,True,True,2499.0,2499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 02:01:37.107239+00:00,61
1013980,FireFly,game,False,86.0,,True,True,True,,,,,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:02:47.959601+00:00,113
1015920,Ynglet,game,False,81.0,287.0,True,True,True,799.0,799.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 32, 113, 122"
1015940,Welcome to Elk,game,False,82.0,224.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 113"
1016000,NERVE,game,False,67.0,,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"15, 31, 122"
1016180,Terror of Hemasaurus,game,False,78.0,707.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"113, 122"
1016360,PERISH,game,False,62.0,351.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 122"
1016730,Deck of Ashes,game,False,66.0,852.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"5, 31, 113, 144"
1016800,Chernobylite Complete Edition,game,False,75.0,11832.0,True,True,True,2999.0,2999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"11, 31, 113, 122, 144"
1016920,Unrailed!,game,False,77.0,13173.0,True,True,True,1999.0,299.0,85.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 32, 122"
1016930,The Great Perhaps,game,False,54.0,666.0,True,True,True,999.0,99.0,90.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 32, 113"
1017900,Age of Empires: Definitive Edition,game,False,69.0,13213.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,5
1019310,VirtuaVerse,game,False,75.0,941.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 113"
1019450,Table Manners: Physics-Based Dating Game,game,False,51.0,357.0,True,True,True,1799.0,1799.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,11
1019590,Lovely Planet 2: April Skies,game,False,69.0,106.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 122"
1020340,AUDICA: Rhythm Shooter,game,False,77.0,561.0,True,True,True,2999.0,2999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 122"
1022710,Conglomerate 451,game,False,60.0,142.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 144"
1024480,Immortal Realms: Vampire Wars,game,False,70.0,402.0,True,True,True,2999.0,2999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"5, 122, 144"
1024650,Port Royale 4,game,False,68.0,1281.0,True,True,True,3999.0,3999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"5, 11"
1024850,Flow Weaver,game,False,48.0,,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:25.405960+00:00,"31, 113"
1025410,Metamorphosis,game,False,69.0,436.0,True,True,True,2499.0,2499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 113, 122"
1025440,Fantasy General II,game,False,80.0,987.0,True,True,True,3999.0,3999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,5
1025600,Battle Realms: Zen Edition,game,False,82.0,3699.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:25.405960+00:00,"5, 122"
1028350,Pupperazzi: The Dog Photography Game,game,False,72.0,415.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 32, 122"
1029210,30XX,game,False,82.0,2308.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 122"
1029690,Sniper Elite 5,game,False,79.0,18738.0,True,True,True,4999.0,4999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"113, 122"
1029890,Layers of Fear 2 (2019),game,False,70.0,1932.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"31, 32, 113"
1030430,ARCADE,game,False,78.0,,True,True,True,299.0,299.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"16, 32, 113, 122"
1030840,Mafia: Definitive Edition,game,False,78.0,76824.0,True,True,True,3999.0,599.0,85.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"113, 122"
1031120,Bakery Simulator,game,False,49.0,1793.0,True,True,True,1599.0,1599.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:49.238085+00:00,"11, 31, 32"
1033950,Lamentum,game,False,74.0,608.0,True,True,True,1599.0,1599.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"31, 113, 122"
1035050,Alt-Frequencies,game,False,65.0,216.0,True,True,True,799.0,79.0,90.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,31
1035560,Struggling,game,False,65.0,378.0,True,True,True,1499.0,524.0,65.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"31, 32, 113, 122"
1036260,Journey For Elysium,game,False,63.0,,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"11, 31, 32, 113"
1036890,Shadow Warrior 3: Definitive Edition,game,False,71.0,4419.0,True,True,True,3999.0,3999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"113, 122"
1037020,ScourgeBringer,game,False,76.0,2496.0,True,True,True,1699.0,339.0,80.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"31, 113, 122"
1037120,Mutropolis,game,False,71.0,146.0,True,True,True,1999.0,1199.0,40.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"31, 32, 113"
1037130,Dandy Ace,game,False,80.0,1004.0,True,True,True,1999.0,499.0,75.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"31, 122"
1038250,DIRT 5,game,False,72.0,3281.0,True,True,True,24999900.0,24999900.0,0.0,IDR,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"15, 32, 62, 113, 122"
1038370,Trials of Fire,game,False,81.0,2916.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"5, 31, 144"
1039100,No Place for Bravery,game,False,65.0,116.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"31, 113, 122, 144"
1039360,Eyes in the Dark,game,False,81.0,107.0,True,True,True,1499.0,509.0,66.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,31
1039890,EARTH DEFENSE FORCE: IRON RAIN,game,False,65.0,1196.0,True,True,True,5999.0,5999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,122
1040230,Curious Expedition 2,game,False,76.0,3672.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"5, 11, 31, 113, 144"
1040420,Dreamscaper,game,False,80.0,2468.0,True,True,True,2499.0,499.0,80.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"31, 113, 122, 144"
1041210,Mission: It's Complicated,game,True,91.0,,True,True,True,,,,,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:16.222067+00:00,"31, 32, 113"
1041920,If Found...,game,False,84.0,1461.0,True,True,True,1299.0,584.0,55.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"31, 32"
1042380,Hundred Days - Winemaking Simulator,game,False,74.0,979.0,True,True,True,2499.0,2499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"5, 11, 31"
1042490,Call of the Sea,game,False,78.0,3744.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"31, 32, 113"
1042670,Orangeblood,game,False,57.0,331.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"31, 144"
1043810,Tactical Breach Wizards,game,False,87.0,9748.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"5, 31, 113, 144"
1045180,Shattered - Tale of the Forgotten King,game,False,68.0,563.0,True,True,True,2999.0,2999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"31, 113, 122, 144"
1045610,Startup Panic,game,False,65.0,200.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"5, 11, 31, 32"
1045720,The Coma 2: Vicious Sisters,game,False,77.0,2588.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"31, 113, 122"
1046030,ISLANDERS,game,False,82.0,15815.0,True,True,True,669.0,167.0,75.0,CAD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"5, 31, 32"
1046300,Pirates Outlaws,game,False,79.0,641.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"5, 31, 32, 113"
1046400,Astalon: Tears of the Earth,game,False,84.0,858.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"113, 122"
1047220,Frog Detective 2: The Case of the Invisible Wizard,game,False,81.0,1212.0,True,True,True,499.0,499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"31, 32, 113"
1048740,Half Past Fate,game,False,78.0,219.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"11, 31, 113, 144"
1049280,Pilgrims,game,False,78.0,4805.0,True,True,True,699.0,97.0,86.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"31, 32, 113"
1049710,Minute of Islands,game,False,73.0,623.0,True,True,True,1999.0,399.0,80.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"31, 113"
1050370,LUNARK,game,False,74.0,178.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"31, 113, 122"
1050880,Wavey The Rocket,game,False,62.0,,True,True,True,1099.0,1099.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"31, 122"
1051410,Wanderlust: Travel Stories,game,False,79.0,110.0,True,True,True,1499.0,149.0,90.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"31, 113"
1054490,Wingspan,game,False,84.0,8795.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"5, 31"
1054630,Tank battle,game,False,69.0,,True,True,True,499.0,499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:56.109123+00:00,"11, 31, 113, 144"
1055540,A Short Hike,game,False,82.0,16829.0,True,True,True,799.0,799.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"31, 113"
1056960,Wolfenstein: Youngblood,game,False,69.0,11754.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,122
1056970,Wolfenstein: Cyberpilot,game,False,54.0,287.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,122
1057090,Ori and the Will of the Wisps,game,False,88.0,128869.0,True,True,True,2999.0,2999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,122
1057800,Floppy Knights,game,False,83.0,279.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"5, 31"
1058450,MY HERO ONE'S JUSTICE 2,game,False,68.0,2938.0,True,True,True,3999.0,3999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,122
1058690,Signs of the Sojourner,game,False,77.0,153.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"31, 32, 113, 144"
1059900,Tribe: Primitive Builder,game,False,64.0,595.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"11, 32, 113"
1059990,Trombone Champ,game,False,82.0,9453.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"31, 32"
1060210,Disaster Report 4: Summer Memories,game,False,58.0,415.0,True,True,True,5999.0,5999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"113, 122"
1060600,Lair of the Clockwork God,game,False,84.0,652.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"31, 32, 113, 122"
1061880,Conan Chop Chop,game,False,72.0,413.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"31, 113, 122"
1062110,UNSIGHTED,game,False,84.0,1653.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"31, 113, 122, 144"
1062140,Garden Story,game,False,70.0,1276.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"31, 113, 144"
1062810,Inkbound,game,False,80.0,3422.0,True,True,True,2999.0,2999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"5, 144"
1062830,Embr,game,False,72.0,1266.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"5, 11, 31, 32, 122"
1063310,Vane,game,False,63.0,164.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:51.137324+00:00,"31, 32, 113, 122"
